GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A0G2JZ79	Sirt1	acts_upstream_of_or_within	GO:0031507	heterochromatin formation	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		P
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0004407	histone deacetylase activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0004407	histone deacetylase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026972	10116	UniProt		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000314	IDA	PMID:19356683		10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0032041	histone H3K14 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0032041	histone H3K14 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:2135607|PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046970	histone H4K16 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:C8V3W5|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046970	histone H4K16 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0140937	histone H4K12 deacetylase activity, hydrolytic mechanism	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0141050	histone H3K deacetylase activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0160012	histone decrotonylase activity, NAD-dependent	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q96EB6	10116	UniProt		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0160012	histone decrotonylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	involved_in	GO:0000183	rDNA heterochromatin formation	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		P
UniProtKB	A0A0G2JZ79	Sirt1	involved_in	GO:0006325	chromatin organization	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		P
UniProtKB	A0A0G2JZ79	Sirt1	involved_in	GO:0031507	heterochromatin formation	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		P
UniProtKB	A0A0G2JZ79	Sirt1	involved_in	GO:0031509	subtelomeric heterochromatin formation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200	10116	GO_Central		P
UniProtKB	A0A0G2JZ79	Sirt1	involved_in	GO:0140861	DNA repair-dependent chromatin remodeling	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		P
UniProtKB	A0A0G2K344	Pik3ca	acts_upstream_of_negative_effect	GO:0141068	autosome genomic imprinting	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1206581	10116	RGD		P
UniProtKB	A0A0G2K344	Pik3ca	acts_upstream_of_negative_effect	GO:0141068	autosome genomic imprinting	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42337|ensembl:ENSMUSP00000029201	10116	Ensembl		P
UniProtKB	A0A1B0GVZ6	MBD3L2B	involved_in	GO:0006346	DNA methylation-dependent constitutive heterochromatin formation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000963505|UniProtKB:Q9UBB5	9606	GO_Central		P
UniProtKB	A0A1W2PPD8	KDM4F	enables	GO:0032454	histone H3K9 demethylase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0033233|FB:FBgn0053182|MGI:MGI:1924054|MGI:MGI:2442355|MGI:MGI:2446210|MGI:MGI:3606484|PANTHER:PTN000075207|SGD:S000000971|UniProtKB:B2RXH2|UniProtKB:O75164|UniProtKB:O94953|UniProtKB:Q6B0I6|UniProtKB:Q9H3R0|WB:WBGene00012982	9606	GO_Central		F
UniProtKB	A0A1W2PPD8	KDM4F	enables	GO:0140684	histone H3K9me2/H3K9me3 demethylase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00085724	9606	UniProt		F
UniProtKB	A0A1W2PPD8	KDM4F	involved_in	GO:0006325	chromatin organization	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0156	9606	UniProt		P
