GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0JPP1	Drap1	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q14919	10116	RGD		F
UniProtKB	A0JPP1	Drap1	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14919|ensembl:ENSP00000307850	10116	Ensembl		F
UniProtKB	A2AQ19	Rtf1	enables	GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000319032|SGD:S000003213	10090	GO_Central		F
UniProtKB	D3ZND0	Uvssa	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q2YD98	10116	UniProt		F
UniProtKB	D3ZND0	Uvssa	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002010268|UniProtKB:Q2YD98	10116	GO_Central		F
UniProtKB	D3ZND0	Uvssa	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q2YD98	10116	RGD		F
UniProtKB	D4ACP5	Recql5	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O94762	10116	UniProt		F
UniProtKB	D4ACP5	Recql5	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O94762	10116	RGD		F
UniProtKB	G3X9Z4	Pcf11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045154	10090	InterPro		F
UniProtKB	G3X9Z4	Pcf11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O94913	10090	UniProt		F
UniProtKB	G3X9Z4	Pcf11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000408520|PomBase:SPAC4G9.04c|SGD:S000002636|UniProtKB:O94913|UniProtKB:Q9UPN6	10090	GO_Central		F
UniProtKB	O08949	Gtf2a1	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P52655	10116	RGD		F
UniProtKB	O08950	Gtf2a2	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P52657	10116	RGD		F
UniProtKB	O09000	Ncoa3	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000314	IDA	PMID:23019124		10090	UniProt		F
UniProtKB	O54743	Foxf2	enables	GO:0001093	TFIIB-class transcription factor binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12947|ensembl:ENSP00000496415	10090	Ensembl		F
UniProtKB	O60869	EDF1	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000314	IDA	PMID:12040021		9606	UniProt		F
UniProtKB	O60885	BRD4	enables	GO:0099122	RNA polymerase II C-terminal domain binding	ECO:0000314	IDA	PMID:22509028		9606	MGI		F
UniProtKB	O88291	Znf326	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q5BKZ1	10090	UniProt		F
UniProtKB	O94762	RECQL5	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000314	IDA	PMID:23748380		9606	UniProt		F
UniProtKB	O94763	URI1	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000314	IDA	PMID:9819440		9606	UniProt		F
UniProtKB	O94913	PCF11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045154	9606	InterPro		F
UniProtKB	O94913	PCF11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000408520|PomBase:SPAC4G9.04c|SGD:S000002636|UniProtKB:O94913|UniProtKB:Q9UPN6	9606	GO_Central		F
UniProtKB	O94913	PCF11	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000314	IDA	PMID:29196535		9606	UniProt		F
UniProtKB	O95104	SCAF4	enables	GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002751398|UniProtKB:O95104	9606	GO_Central		F
UniProtKB	O95104	SCAF4	enables	GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00089787	9606	UniProt		F
UniProtKB	O95104	SCAF4	enables	GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	ECO:0000314	IDA	PMID:31104839		9606	UniProt		F
UniProtKB	O95718	ESRRB	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61539	9606	UniProt		F
UniProtKB	P02340	Tp53	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04637|ensembl:ENSP00000269305	10090	Ensembl		F
UniProtKB	P03372	ESR1	enables	GO:0001093	TFIIB-class transcription factor binding	ECO:0000353	IPI	PMID:9841876	UniProtKB:P03372	9606	CAFA		F
UniProtKB	P04637	TP53	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000353	IPI	PMID:24289924	UniProtKB:P21675	9606	ParkinsonsUK-UCL		F
UniProtKB	P06211	Esr1	enables	GO:0001093	TFIIB-class transcription factor binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P03372	10116	RGD		F
UniProtKB	P07903	Ercc1	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000314	IDA	PMID:22323595		10090	MGI		F
UniProtKB	P07992	ERCC1	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07903|ensembl:ENSMUSP00000003645	9606	Ensembl		F
UniProtKB	P0CAP2	POLR2M	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000314	IDA	PMID:26789250		9606	UniProt		F
UniProtKB	P10275	AR	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:20181722	UniProtKB:P21675	9606	ParkinsonsUK-UCL	part_of(GO:0071383)	F
UniProtKB	P10361	Tp53	enables	GO:0001094	TFIID-class transcription factor complex binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P04637	10116	RGD		F
UniProtKB	P11475	Esrrb	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61539	10116	UniProt		F
UniProtKB	P11475	Esrrb	enables	GO:0000993	RNA polymerase II complex binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1346832	10116	RGD		F
UniProtKB	P15207	Ar	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10275	10116	RGD		F
UniProtKB	P15884	TCF4	enables	GO:0001093	TFIIB-class transcription factor binding	ECO:0000250	ISS	PMID:8978694	UniProtKB:Q60722	9606	BHF-UCL		F
UniProtKB	P19091	Ar	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10275|ensembl:ENSP00000363822	10090	Ensembl		F
UniProtKB	P19785	Esr1	enables	GO:0001093	TFIIB-class transcription factor binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P03372|ensembl:ENSP00000206249	10090	Ensembl		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:29111974	UniProtKB:P52655	9606	ARUK-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:29111974	UniProtKB:Q15543	9606	ARUK-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:29111974	UniProtKB:Q15544	9606	ARUK-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:7724559	UniProtKB:P52655	9606	BHF-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:7724559	UniProtKB:P52657	9606	BHF-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:8626665	UniProtKB:P52657	9606	BHF-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:8670811	UniProtKB:Q01658	9606	ARUK-UCL		F
UniProtKB	P20226	TBP	enables	GO:0001091	RNA polymerase II general transcription initiation factor binding	ECO:0000353	IPI	PMID:8670811	UniProtKB:Q14919	9606	ARUK-UCL		F
