GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0004407	histone deacetylase activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0004407	histone deacetylase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026972	10116	UniProt		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0017136	histone deacetylase activity, NAD-dependent	ECO:0000314	IDA	PMID:19356683		10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0032041	histone H3K14 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0032041	histone H3K14 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:2135607|PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0046970	histone H4K16 deacetylase activity, NAD-dependent	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000872222|PomBase:SPBC16D10.07c|SGD:S000002200|UniProtKB:C8V3W5|UniProtKB:Q96EB6	10116	GO_Central		F
