GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A096MK47	Mlip	enables	GO:0003714	transcription corepressor activity	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1916892	10116	RGD		F
UniProtKB	A0A096MK47	Mlip	enables	GO:0003714	transcription corepressor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5FW52|ensembl:ENSMUSP00000138864	10116	Ensembl		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0003713	transcription coactivator activity	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0003714	transcription corepressor activity	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:2135607|PANTHER:PTN000872222|UniProtKB:Q96EB6	10116	GO_Central		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0003714	transcription corepressor activity	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135607	10116	RGD		F
UniProtKB	A0A0G2JZ79	Sirt1	enables	GO:0003714	transcription corepressor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96EB6	10116	RGD		F
UniProtKB	A0A1W2PR48	TLE7	enables	GO:0003714	transcription corepressor activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001139|MGI:MGI:104633|MGI:MGI:104636|PANTHER:PTN000850324|UniProtKB:A0A1L8HP89|UniProtKB:Q04724|UniProtKB:Q04725|WB:WBGene00006773	9606	GO_Central		F
UniProtKB	A0A8I6G705	Rbpms	enables	GO:0003713	transcription coactivator activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q93062	10116	RGD		F
UniProtKB	A0A8I6G705	Rbpms	enables	GO:0003713	transcription coactivator activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q93062|ensembl:ENSP00000380486	10116	Ensembl		F
UniProtKB	A0JLT2	MED19	enables	GO:0003712	transcription coregulator activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019403	9606	InterPro		F
UniProtKB	A0JPN6	Med22	enables	GO:0003712	transcription coregulator activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009332	10116	InterPro		F
UniProtKB	A0JPP1	Drap1	enables	GO:0003714	transcription corepressor activity	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1913806	10116	RGD		F
UniProtKB	A1A5R1	Rbfox2	enables	GO:0003714	transcription corepressor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O43251	10116	UniProt		F
UniProtKB	A1A5R1	Rbfox2	enables	GO:0003714	transcription corepressor activity	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O43251	10116	RGD		F
UniProtKB	A2A891	Camta1	enables	GO:0003712	transcription coregulator activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000596526|PomBase:SPAC26H5.05|UniProtKB:O94983	10090	GO_Central		F
UniProtKB	A2A935	Prdm16	enables	GO:0003712	transcription coregulator activity	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1917923|PANTHER:PTN000694483	10090	GO_Central		F
